application_id,applicant_id,ds,applicant_age,annual_income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,property_value,down_payment,loan_term_years,interest_rate,marital_status,num_dependents,residence_type,years_at_current_job,has_previous_mortgage,previous_default,bank_account_balance,is_approved
61666,Applicant_310,2023-05-06,60,58333.12,self-employed,765,0.31,486223.59,649998.27,183593.63,15,3.38,divorced,1,rent,6,1,1,19443.97,1
61667,Applicant_310,2023-05-07,59,57135.65,employed,754,0.24,61167.41,120521.37,26025.26,25,5.15,single,0,family,28,1,1,21632.77,1
61668,Applicant_310,2023-05-08,41,55469.35,retired,653,0.21,110307.83,134177.86,29502.75,15,3.22,married,3,own_other,10,0,0,22540.34,0
61669,Applicant_310,2023-05-08,56,34243.51,retired,664,0.38,286336.8,433581.49,56660.85,30,5.33,married,1,own_other,25,0,0,21304.51,0
61670,Applicant_310,2023-05-10,25,90144.19,employed,771,0.14,110521.97,192515.77,49168.65,20,4.57,single,2,rent,2,0,0,27265.78,1
61671,Applicant_310,2023-05-10,37,65476.18,self-employed,667,0.3,327013.02,525559.69,141272.7,15,3.11,divorced,2,family,7,1,0,24189.46,1
61672,Applicant_310,2023-05-11,64,59105.03,employed,748,0.41,176504.39,306608.57,79420.33,15,4.9,married,1,family,19,1,1,12403.81,1
61673,Applicant_310,2023-05-13,52,44744.53,self-employed,636,0.22,432460.95,626684.4,185124.39,30,5.33,married,2,own_other,18,0,0,15237.03,0
61674,Applicant_310,2023-05-13,47,32614.97,employed,731,0.45,451233.23,585195.15,118157.18,20,5.44,married,2,rent,23,0,0,15705.77,1
61675,Applicant_310,2023-05-14,58,70650.73,retired,760,0.44,428447.29,846948.43,102989.91,30,5.6,divorced,0,family,26,1,0,31185.93,1
61676,Applicant_310,2023-05-14,35,38951.4,employed,724,0.4,117499.17,168535.37,39841.65,30,5.61,divorced,2,rent,24,1,1,16410.43,1
61677,Applicant_310,2023-05-15,32,119756.94,retired,744,0.15,60111.83,89415.89,21257.06,20,5.79,single,1,family,6,1,0,40389.07,1
61678,Applicant_310,2023-05-15,27,51677.82,self-employed,667,0.42,382418.73,599851.46,154013.74,30,3.5,single,1,family,4,0,0,19696.22,1
61679,Applicant_310,2023-05-16,57,65211.04,self-employed,750,0.34,166441.5,317998.06,91441.39,25,4.62,divorced,2,family,8,0,0,25216.85,1
61680,Applicant_310,2023-05-16,47,53525.07,retired,690,0.42,227112.38,451093.29,110440.29,20,4.03,married,4,family,9,0,0,17810.72,0
61681,Applicant_310,2023-05-17,42,58953.75,self-employed,683,0.46,284453.44,448775.5,54652.11,30,4.73,married,2,rent,27,1,0,24562.29,0
61682,Applicant_310,2023-05-17,52,47470.94,retired,650,0.27,276395.31,533262.15,70668.48,30,3.95,single,4,family,7,0,0,23869.87,0
61683,Applicant_310,2023-05-19,51,55818.65,employed,712,0.38,127228.43,183352.6,41892.36,15,5.08,single,0,family,13,0,0,21395.88,1
61684,Applicant_310,2023-05-19,44,94813.36,retired,737,0.28,374972.31,721061.21,155657.21,30,4.28,married,4,own_other,16,1,1,29975.81,1
61685,Applicant_310,2023-05-20,57,59035.55,retired,719,0.39,285514.41,407577.5,42008.67,20,3.87,divorced,4,own_other,30,1,0,21910.9,1
61686,Applicant_310,2023-05-20,60,106671.75,retired,839,0.13,81880.8,116762.86,31013.44,25,5.03,divorced,1,own_other,28,0,0,34495.19,1
61687,Applicant_310,2023-05-22,59,87332.72,self-employed,793,0.18,381825.49,678496.49,189622.53,20,5.53,divorced,4,family,1,1,1,41493.15,1
61688,Applicant_310,2023-05-23,63,50168.58,retired,739,0.29,302359.76,598506.13,78972.52,25,4.26,divorced,4,own_other,17,0,0,20037.2,1
61689,Applicant_310,2023-05-23,46,124462.78,retired,712,0.21,240807.41,438846.62,47264.68,30,3.07,divorced,1,rent,19,0,0,33935.04,1
61690,Applicant_310,2023-05-25,38,70447.43,retired,621,0.24,275150.84,446865.04,74035.72,20,4.13,married,3,rent,9,0,0,25619.04,1
61691,Applicant_310,2023-05-25,59,31791.81,employed,713,0.5,408749.51,531812.77,90583.83,15,5.43,married,0,own_other,6,0,0,12498.29,1
61692,Applicant_310,2023-05-26,38,63262.76,self-employed,672,0.49,245757.57,391333.35,49242.83,15,5.5,married,0,family,3,0,0,28297.76,0
61693,Applicant_310,2023-05-26,65,59311.2,self-employed,791,0.39,270462.41,365487.39,74640.99,30,3.6,married,1,family,27,1,0,27624.71,0
61694,Applicant_310,2023-05-27,47,32603.97,retired,761,0.3,299016.77,514649.57,149231.49,30,4.59,single,3,rent,2,1,0,13165.17,1
61695,Applicant_310,2023-05-28,58,26141.16,employed,657,0.48,60815.79,91902.54,15030.63,15,5.15,divorced,2,rent,20,0,0,12215.91,1
61696,Applicant_310,2023-05-29,31,65065.82,self-employed,613,0.26,422076.55,561607.62,140433.88,15,5.88,married,4,own_other,16,0,0,15989.95,0
61697,Applicant_310,2023-05-31,26,36789.26,retired,718,0.21,112904.92,155897.1,42197.57,15,3.66,divorced,2,own_other,4,1,0,14107.87,1
61698,Applicant_310,2023-05-31,54,43754.38,retired,776,0.24,297629.8,543196.71,79284.53,15,3.27,divorced,1,family,3,0,0,14338.69,1
61699,Applicant_310,2023-06-01,62,33269.09,self-employed,765,0.26,177054.55,218913.06,40394.48,20,3.56,divorced,0,rent,17,1,1,13373.2,0
61700,Applicant_310,2023-06-01,41,183947.33,employed,850,0.28,109795.86,200027.34,31301.22,30,3.63,single,2,family,23,1,1,52743.58,1
61701,Applicant_310,2023-06-03,52,98086.85,employed,730,0.17,211628.71,344073.89,58057.39,30,4.46,single,2,own_other,10,1,1,24989.82,1
61702,Applicant_310,2023-06-04,56,34378.93,self-employed,689,0.33,100964.95,133643.08,21247.93,25,3.57,married,0,family,14,0,0,19390.85,1
61703,Applicant_310,2023-06-04,38,67904.91,employed,766,0.45,79875.98,120410.44,28686.9,30,3.94,single,1,family,6,1,1,23237.09,0
61704,Applicant_310,2023-06-05,37,72852.56,employed,742,0.22,353372.44,591305.44,91375.38,15,3.99,divorced,2,own_other,18,0,0,24659.76,1
61705,Applicant_310,2023-06-05,51,41137.8,employed,629,0.25,223062.11,324441.77,92086.41,15,4.74,married,3,rent,27,0,0,16709.1,1
61706,Applicant_310,2023-06-06,44,80345.62,self-employed,767,0.11,243753.26,387557.6,41257.24,25,5.06,divorced,2,own_other,9,0,0,21994.57,1
61707,Applicant_310,2023-06-06,51,56560.0,retired,646,0.21,395181.06,701915.82,107864.88,20,3.84,single,1,own_other,13,0,0,7685.13,1
61708,Applicant_310,2023-06-08,45,40951.04,employed,772,0.33,173785.78,263256.65,34515.9,20,3.26,divorced,4,own_other,15,1,0,17992.46,1
61709,Applicant_310,2023-06-08,58,42108.86,retired,798,0.43,191724.73,308881.04,43875.03,20,4.71,divorced,4,rent,17,1,0,22636.35,0
61710,Applicant_310,2023-06-09,62,76731.47,employed,728,0.39,175690.53,270539.18,67098.28,30,5.31,single,0,family,16,1,1,21411.36,1
61711,Applicant_310,2023-06-09,27,137053.94,employed,796,0.25,95703.16,139576.58,29049.7,30,5.56,divorced,2,rent,25,1,0,37367.04,1
61712,Applicant_310,2023-06-10,61,72989.32,employed,756,0.37,431208.56,859767.08,158430.69,30,3.96,single,1,family,3,1,1,23463.53,1
61713,Applicant_310,2023-06-11,39,79186.05,retired,707,0.45,65862.43,119312.29,31595.64,30,4.99,married,0,family,16,0,0,25426.63,1
61714,Applicant_310,2023-06-11,51,78039.0,employed,735,0.29,344607.83,605114.27,164647.91,20,4.55,married,3,own_other,12,1,0,26401.84,1
61715,Applicant_310,2023-06-13,53,61323.81,employed,699,0.32,456615.46,560511.63,86754.83,25,5.89,married,3,own_other,27,1,0,15560.98,1
61716,Applicant_310,2023-06-13,49,76499.65,employed,838,0.43,66010.02,127943.72,17571.96,15,3.48,divorced,3,family,11,1,1,26962.22,0
61717,Applicant_310,2023-06-14,57,30942.68,retired,718,0.2,321085.08,626969.75,84383.24,15,3.92,divorced,2,own_other,26,1,0,10103.0,1
61718,Applicant_310,2023-06-15,54,59025.69,employed,755,0.23,132443.98,202480.5,23047.41,20,3.16,married,2,rent,27,0,0,24559.98,1
61719,Applicant_310,2023-06-15,28,47503.35,self-employed,637,0.25,429036.83,544191.06,160495.51,15,5.64,married,1,rent,7,0,0,15078.14,1
61720,Applicant_310,2023-06-19,35,55518.52,employed,616,0.29,379869.37,745959.16,175586.12,15,4.48,married,3,own_other,8,0,0,24572.06,1
61721,Applicant_310,2023-06-21,62,51575.07,employed,673,0.27,93792.53,166180.36,48719.98,15,3.81,divorced,2,own_other,27,0,0,30653.87,1
61722,Applicant_310,2023-06-22,51,78163.17,employed,720,0.35,103245.52,187686.26,38140.37,15,3.11,divorced,4,rent,5,0,0,28470.76,0
61723,Applicant_310,2023-06-23,50,107919.82,retired,850,0.14,265266.55,505282.8,149697.79,30,5.89,divorced,0,own_other,5,1,1,33096.31,1
61724,Applicant_310,2023-06-24,43,39816.58,retired,663,0.38,396218.61,641333.93,168329.91,20,5.43,single,2,family,11,1,0,16796.39,0
61725,Applicant_310,2023-06-24,34,30703.37,employed,585,0.33,319286.49,444317.05,60496.19,30,4.0,single,1,rent,4,0,0,12312.66,0
61726,Applicant_310,2023-06-25,54,134841.12,self-employed,777,0.11,327535.54,448640.42,111058.16,20,3.9,single,3,family,5,1,1,38099.16,1
61727,Applicant_310,2023-06-25,38,64235.68,retired,814,0.44,347255.5,561518.21,130782.83,25,5.74,divorced,3,rent,11,1,0,27360.1,1
61728,Applicant_310,2023-06-28,54,39365.05,employed,669,0.34,332785.54,585303.64,131896.67,15,4.5,married,1,family,21,1,1,17197.96,0
61729,Applicant_310,2023-06-28,51,101957.27,retired,675,0.24,75934.25,129927.97,32391.88,20,3.5,married,1,family,30,0,0,33148.2,1
61730,Applicant_310,2023-06-29,64,34781.86,employed,792,0.25,325153.96,462078.43,78388.63,25,4.63,single,2,own_other,17,1,1,13300.82,0
61731,Applicant_310,2023-06-30,62,37168.36,employed,791,0.27,243574.19,347847.06,38701.35,25,5.34,single,3,rent,27,1,0,13629.95,0
61732,Applicant_310,2023-06-30,42,75510.78,employed,677,0.3,370333.64,637570.77,137412.75,20,3.18,single,4,family,24,0,0,17426.69,1
61733,Applicant_310,2023-07-01,56,47592.59,retired,694,0.38,202959.25,262380.58,48544.16,15,3.91,divorced,4,own_other,25,1,0,19399.34,1
61734,Applicant_310,2023-07-02,58,83185.85,retired,826,0.24,312583.17,382946.07,69885.09,25,4.6,single,1,own_other,11,0,0,31426.03,1
61735,Applicant_310,2023-07-02,65,45030.87,self-employed,823,0.28,215566.77,373004.66,98877.92,30,3.52,married,3,family,7,1,1,21967.89,1
61736,Applicant_310,2023-07-04,43,120131.39,employed,703,0.19,498137.53,830701.07,138627.33,20,3.39,married,2,own_other,25,0,0,36202.27,1
61737,Applicant_310,2023-07-04,39,130908.3,self-employed,677,0.11,349861.07,514459.74,105968.62,15,5.8,divorced,3,own_other,9,1,0,36614.61,0
61738,Applicant_310,2023-07-06,35,44447.42,retired,683,0.39,475863.78,785264.93,166448.52,30,4.61,divorced,1,own_other,27,0,0,11727.46,0
61739,Applicant_310,2023-07-06,26,40672.8,self-employed,680,0.28,362803.32,654296.67,178592.8,30,3.77,married,1,rent,8,0,0,23383.58,1
61740,Applicant_310,2023-07-07,34,37654.6,self-employed,600,0.47,497942.44,649057.62,88276.73,15,5.36,divorced,3,own_other,11,0,0,19792.75,0
61741,Applicant_310,2023-07-08,54,39704.93,employed,674,0.28,52363.72,74485.83,8795.68,25,4.8,divorced,4,family,30,0,0,15204.8,0
61742,Applicant_310,2023-07-09,26,25777.18,retired,641,0.4,409835.99,512186.66,109563.92,30,5.0,married,1,family,5,0,0,10071.43,1
61743,Applicant_310,2023-07-09,52,42559.85,employed,765,0.37,372850.23,542288.61,68626.71,25,4.33,single,4,rent,25,1,0,13947.1,1
61744,Applicant_310,2023-07-12,30,144281.08,retired,727,0.17,208505.09,324373.16,89355.11,25,5.32,divorced,4,own_other,4,1,0,41830.62,1
61745,Applicant_310,2023-07-13,59,65866.46,employed,756,0.37,216293.11,260073.33,63585.32,20,5.57,divorced,1,family,27,0,0,21438.83,0
61746,Applicant_310,2023-07-13,39,73396.99,employed,680,0.49,491769.49,946660.94,176738.07,25,5.4,divorced,2,rent,19,1,0,30935.43,1
61747,Applicant_310,2023-07-14,60,56472.82,self-employed,799,0.46,384791.08,538612.82,76507.7,30,3.51,divorced,4,own_other,11,1,1,22678.99,1
61748,Applicant_310,2023-07-14,45,49397.31,self-employed,628,0.44,344766.54,544715.22,126877.82,15,5.67,divorced,0,family,9,1,0,19652.29,0
61749,Applicant_310,2023-07-16,51,54951.07,self-employed,693,0.27,303515.12,435661.95,90639.53,15,4.01,married,4,family,5,0,0,19543.91,1
61750,Applicant_310,2023-07-17,48,118071.58,employed,748,0.1,478123.06,817877.21,237020.95,20,3.63,divorced,0,own_other,9,1,0,23698.72,1
61751,Applicant_310,2023-07-18,58,69935.93,self-employed,688,0.48,301171.19,412189.55,109404.76,25,5.65,married,2,own_other,17,1,0,35327.31,1
61752,Applicant_310,2023-07-19,37,31105.57,employed,665,0.34,254410.86,322663.9,73190.73,25,4.42,divorced,4,own_other,23,0,0,14534.71,1
61753,Applicant_310,2023-07-19,32,41293.93,employed,710,0.47,342268.24,479175.88,107055.41,25,4.65,single,1,family,22,0,0,18427.92,0
61754,Applicant_311,2023-01-01,34,49330.24,employed,723,0.25,56114.55,108033.37,13793.42,15,4.81,married,0,rent,6,1,1,15760.21,1
61755,Applicant_311,2023-01-01,65,53776.73,retired,752,0.31,57925.86,94635.65,14910.54,25,5.39,single,3,own_other,4,1,0,20839.25,1
61756,Applicant_311,2023-01-02,64,43066.43,employed,716,0.47,125228.22,193900.28,25001.51,20,3.35,married,1,own_other,22,1,1,20189.04,0
61757,Applicant_311,2023-01-02,63,22858.56,self-employed,756,0.21,183200.48,359854.43,103058.69,30,3.95,married,3,family,17,0,0,10721.77,1
61758,Applicant_311,2023-01-03,51,81431.67,retired,811,0.2,327098.02,605979.46,146029.8,25,5.83,married,4,rent,26,1,0,29223.12,1
61759,Applicant_311,2023-01-04,43,63600.3,self-employed,703,0.29,236284.16,412064.44,82453.16,30,5.47,married,4,rent,24,1,1,21291.22,1
61760,Applicant_311,2023-01-04,38,77523.79,retired,656,0.41,57808.47,100797.66,12949.49,30,5.19,married,1,rent,4,0,0,26219.66,0
61761,Applicant_311,2023-01-06,36,162231.08,self-employed,836,0.23,200958.15,346446.94,89343.93,15,3.23,single,3,own_other,21,1,1,44713.33,1
61762,Applicant_311,2023-01-06,51,62252.05,self-employed,670,0.43,61727.49,86986.65,15809.75,25,5.54,married,2,own_other,20,1,1,20977.18,1
61763,Applicant_311,2023-01-08,38,30760.86,self-employed,673,0.43,195853.39,385051.56,90412.13,25,5.26,married,0,family,14,1,0,15383.17,0
61764,Applicant_311,2023-01-08,31,89312.85,self-employed,685,0.13,282342.49,420653.43,123121.11,15,4.94,divorced,0,own_other,28,0,0,21448.23,1
61765,Applicant_311,2023-01-09,28,43063.55,employed,606,0.46,419215.77,780399.99,215296.99,25,4.85,married,1,family,8,0,0,24744.12,0
61766,Applicant_311,2023-01-09,46,61857.59,employed,740,0.39,469927.1,925673.51,177709.89,20,5.61,divorced,2,family,22,1,0,21107.59,1
61767,Applicant_311,2023-01-10,50,56451.12,employed,765,0.21,131301.6,223455.7,27698.4,25,3.7,married,0,family,1,0,0,23418.34,1
61768,Applicant_311,2023-01-10,32,127336.95,retired,741,0.23,165271.12,233961.94,26941.3,15,3.7,divorced,3,rent,26,1,0,39882.92,0
61769,Applicant_311,2023-01-11,41,125684.94,employed,759,0.28,396935.77,581162.89,83739.18,25,5.91,married,0,own_other,28,1,1,31045.02,1
61770,Applicant_311,2023-01-11,55,85761.88,self-employed,686,0.17,427025.12,574136.85,73320.31,15,3.24,divorced,4,rent,28,1,1,27154.54,0
61771,Applicant_311,2023-01-12,59,52708.94,self-employed,744,0.36,178048.04,234110.62,47455.59,20,4.0,divorced,1,own_other,10,1,0,22085.13,1
61772,Applicant_311,2023-01-14,25,106427.01,retired,687,0.26,437194.09,772845.92,200417.55,25,4.79,divorced,1,own_other,12,0,0,38966.11,0
61773,Applicant_311,2023-01-14,36,71160.85,self-employed,720,0.41,251809.13,334382.67,55715.7,20,3.8,married,4,family,0,1,1,19224.94,0
61774,Applicant_311,2023-01-16,44,90650.05,self-employed,773,0.15,398123.3,669726.51,129600.53,30,4.54,single,3,rent,14,0,0,32504.47,1
61775,Applicant_311,2023-01-17,30,135241.02,self-employed,734,0.26,303536.99,372884.77,64648.18,15,4.53,divorced,2,family,3,0,0,40640.54,1
61776,Applicant_311,2023-01-18,39,41395.51,employed,665,0.48,478603.5,733909.36,129146.56,20,3.95,divorced,2,rent,8,1,0,11309.98,0
61777,Applicant_311,2023-01-19,33,64812.99,self-employed,774,0.24,430040.99,639696.63,191587.97,30,4.5,married,1,rent,22,1,1,22334.91,0
61778,Applicant_311,2023-01-19,46,27368.44,self-employed,581,0.38,465025.74,646265.27,85907.92,20,3.9,single,3,family,19,0,0,11029.57,0
61779,Applicant_311,2023-01-21,35,70295.11,self-employed,681,0.25,322304.81,501929.34,76884.09,25,5.68,divorced,4,family,3,0,0,24450.42,1
61780,Applicant_311,2023-01-21,51,43400.94,self-employed,655,0.46,348307.76,518531.5,71295.28,25,4.56,married,3,own_other,30,1,0,17607.12,0
61781,Applicant_311,2023-01-22,34,57249.6,employed,665,0.22,291189.82,431148.17,52861.09,15,5.65,divorced,1,own_other,9,0,0,17115.03,1
61782,Applicant_311,2023-01-25,48,48403.71,retired,703,0.28,487089.79,935149.57,96181.58,20,3.78,divorced,0,own_other,6,1,1,24550.12,0
61783,Applicant_311,2023-01-26,49,57745.14,employed,726,0.4,124462.58,207229.0,50312.69,20,3.84,married,2,own_other,14,1,0,25860.27,1
61784,Applicant_311,2023-01-27,50,45958.1,retired,689,0.45,437648.35,802600.21,150558.35,25,4.25,married,2,own_other,21,1,0,20054.55,0
61785,Applicant_311,2023-01-27,47,55630.15,self-employed,653,0.32,452488.3,692822.07,172263.94,30,3.77,single,4,own_other,8,1,0,25292.53,1
61786,Applicant_311,2023-01-28,27,63434.57,self-employed,704,0.39,340913.18,446556.4,132353.32,15,3.13,divorced,2,own_other,6,1,0,20887.43,0
61787,Applicant_311,2023-01-31,52,69588.66,retired,735,0.31,294174.44,444882.56,57726.38,20,4.58,married,4,rent,2,0,0,21473.6,1
61788,Applicant_311,2023-02-02,39,71506.27,retired,669,0.25,333510.03,525641.44,128893.58,15,5.18,divorced,4,own_other,0,0,0,33070.95,1
61789,Applicant_311,2023-02-04,61,76538.96,self-employed,838,0.22,359412.36,689530.3,123422.45,25,4.96,married,4,own_other,5,0,0,16938.0,1
61790,Applicant_311,2023-02-04,62,71338.61,retired,713,0.49,205242.36,395062.35,50219.53,30,4.43,married,0,rent,22,1,1,21303.09,0
61791,Applicant_311,2023-02-06,45,128049.47,employed,748,0.18,251962.72,336593.49,93476.77,25,4.57,divorced,4,family,13,1,1,37924.86,1
61792,Applicant_311,2023-02-06,60,27694.18,self-employed,656,0.41,355904.57,688332.58,118593.84,15,5.6,single,4,own_other,6,1,1,20578.95,1
61793,Applicant_311,2023-02-08,58,63739.75,retired,705,0.49,298336.3,433935.4,79092.87,25,5.79,divorced,3,family,4,1,1,25073.17,0
61794,Applicant_311,2023-02-09,37,57203.13,employed,777,0.31,370850.79,492502.15,110352.9,20,4.06,married,1,family,6,1,1,25790.19,0
61795,Applicant_311,2023-02-09,34,35357.19,employed,609,0.22,273018.36,492132.93,129512.45,30,3.89,single,4,rent,22,1,1,22795.64,0
61796,Applicant_311,2023-02-10,27,81817.99,employed,676,0.12,197055.91,393548.74,44502.27,20,4.62,married,1,own_other,26,0,0,29041.92,1
61797,Applicant_311,2023-02-12,46,80317.98,self-employed,767,0.18,89020.81,124207.38,20405.54,30,4.01,married,0,family,26,1,1,25977.95,0
61798,Applicant_311,2023-02-12,30,117837.98,retired,659,0.23,260856.58,347118.48,46634.48,25,3.96,divorced,2,own_other,1,0,0,33965.21,1
61799,Applicant_311,2023-02-13,61,61965.66,self-employed,807,0.39,280450.8,390506.65,72936.73,20,4.99,divorced,2,own_other,25,1,1,19164.78,0
61800,Applicant_311,2023-02-13,30,140484.62,retired,777,0.23,363720.98,726037.01,165891.58,30,5.72,divorced,2,own_other,6,0,0,33277.13,1
61801,Applicant_311,2023-02-16,27,87819.41,retired,637,0.29,72414.25,126023.36,35943.81,25,3.53,married,3,own_other,26,1,1,15729.99,0
61802,Applicant_311,2023-02-17,57,88541.2,employed,739,0.17,93122.11,125233.64,17850.28,15,3.01,divorced,3,family,5,1,1,29115.6,1
61803,Applicant_311,2023-02-18,31,96404.03,employed,653,0.12,78825.27,106199.47,23900.95,20,3.02,single,4,family,25,1,1,29313.56,0
61804,Applicant_311,2023-02-18,60,75982.01,retired,758,0.22,358434.1,607031.7,115102.3,20,4.42,married,2,family,16,1,0,32101.2,1
61805,Applicant_311,2023-02-20,26,111471.34,self-employed,691,0.16,404648.02,534297.05,54753.1,30,3.63,married,3,own_other,11,0,0,36190.72,1
61806,Applicant_311,2023-02-21,53,83401.13,employed,735,0.11,384182.23,665952.27,150423.6,30,4.77,married,2,rent,21,1,1,25222.78,0
61807,Applicant_311,2023-02-21,53,130110.71,self-employed,810,0.12,154548.25,200328.6,24613.48,20,4.1,single,0,family,1,1,0,28461.35,1
61808,Applicant_311,2023-02-22,32,29439.23,employed,655,0.32,96072.45,186688.89,40096.36,25,4.65,single,3,family,19,1,0,17668.33,1
61809,Applicant_311,2023-02-22,51,73127.96,employed,703,0.21,446182.67,611716.25,75832.76,25,5.47,married,3,rent,3,1,0,27391.93,0
61810,Applicant_311,2023-02-23,49,79616.28,employed,754,0.47,453565.6,747874.03,135780.07,15,4.14,single,1,own_other,13,0,0,28921.42,1
61811,Applicant_311,2023-02-24,57,91580.18,employed,721,0.18,119449.89,175963.33,32069.48,20,5.8,single,0,own_other,26,1,0,24377.38,1
61812,Applicant_311,2023-02-24,58,35498.74,retired,774,0.31,92804.85,174373.35,42766.24,30,4.84,married,3,family,28,1,1,11914.06,0
61813,Applicant_311,2023-02-25,56,52008.97,self-employed,641,0.48,346880.87,437340.17,59206.38,20,4.37,divorced,0,family,0,0,0,22602.08,0
61814,Applicant_311,2023-02-26,37,25314.75,self-employed,705,0.29,392242.15,682769.41,178508.44,20,4.32,single,2,own_other,1,0,0,17543.73,1
61815,Applicant_311,2023-02-28,53,65010.24,employed,671,0.42,160403.16,195134.86,28652.7,15,3.77,divorced,4,own_other,4,0,0,25048.26,0
61816,Applicant_311,2023-02-28,51,104888.54,employed,798,0.21,260524.88,471755.1,71376.01,30,5.5,single,1,own_other,29,1,1,28699.85,0
61817,Applicant_311,2023-03-01,37,65789.14,retired,628,0.45,359568.61,692945.8,82332.73,25,4.1,divorced,4,rent,19,1,1,23232.85,0
