client_id,age,income,credit_score,debt_to_income_ratio,num_bank_products,tenure_years,digital_usage_score,satisfaction_score,previous_insurance,family_size,employment_stability,region,marketing_exposure,complaints,life_events,buy_insurance
5799,29,80832,678,0.6,3,6,3,2,0,5,Stable,Urban,0,1,None,0
5800,40,54083,715,0.27,5,1,2,3,0,3,Unstable,Rural,3,1,Home Purchase,0
5801,39,46087,626,0.14,2,1,6,5,0,5,Unstable,Urban,0,0,Child Birth,0
5802,52,38374,778,0.48,1,15,5,5,1,2,Stable,Urban,4,0,Marriage,1
5803,55,20000,770,0.21,2,11,9,5,0,1,Unstable,Rural,4,2,Home Purchase,1
5804,47,73510,544,0.37,5,10,3,4,1,2,Unstable,Urban,2,1,Home Purchase,0
5805,69,53173,717,0.15,2,3,4,5,0,3,Stable,Urban,1,1,Child Birth,0
5806,67,20000,787,0.41,5,4,8,3,1,2,Stable,Rural,3,1,Marriage,1
5807,41,61883,820,0.57,5,12,2,1,1,4,Stable,Urban,2,2,None,0
5808,58,88946,764,0.46,4,6,5,7,0,3,Stable,Urban,1,1,None,1
5809,37,27325,773,0.21,5,19,9,2,1,5,Unstable,Suburban,1,1,Child Birth,0
5810,38,42185,645,0.59,4,16,9,8,0,5,Stable,Urban,0,1,Home Purchase,0
5811,35,71023,577,0.25,5,10,9,1,0,2,Stable,Urban,0,1,None,0
5812,52,20000,668,0.32,5,6,1,6,0,3,Stable,Urban,1,2,Home Purchase,0
5813,66,46657,574,0.35,2,5,1,1,1,2,Stable,Rural,3,1,Child Birth,0
5814,56,68665,626,0.6,4,10,1,8,0,4,Stable,Suburban,3,1,Home Purchase,1
5815,59,45972,624,0.13,1,12,8,2,0,3,Unstable,Suburban,4,0,None,1
5816,55,27549,605,0.45,1,18,4,8,0,1,Unstable,Rural,4,0,None,0
5817,41,28747,753,0.28,2,3,9,4,0,5,Unstable,Rural,2,2,Home Purchase,0
5818,33,20000,598,0.14,1,5,6,3,0,2,Stable,Rural,1,1,Child Birth,0
5819,34,44174,850,0.57,1,3,3,2,0,4,Stable,Rural,3,1,Child Birth,0
5820,32,86416,798,0.39,5,3,8,4,0,5,Unstable,Urban,4,2,Home Purchase,1
5821,45,119047,818,0.48,3,9,1,2,0,3,Unstable,Rural,4,1,None,0
5822,37,60904,631,0.22,3,4,2,3,0,5,Unstable,Rural,4,0,Home Purchase,0
5823,29,79206,720,0.48,1,17,8,2,0,5,Stable,Suburban,4,1,Marriage,1
5824,30,36479,595,0.51,2,7,1,2,0,1,Stable,Suburban,3,2,Home Purchase,0
5825,54,20000,721,0.32,2,13,5,9,1,1,Stable,Rural,1,0,Home Purchase,0
5826,55,106290,523,0.39,4,12,3,1,0,4,Stable,Suburban,2,2,Marriage,1
5827,41,45122,806,0.59,2,18,2,3,0,4,Unstable,Rural,2,2,None,0
5828,35,77967,635,0.52,2,15,4,1,1,2,Unstable,Rural,4,2,Child Birth,0
5829,44,63961,730,0.32,5,5,2,3,0,1,Unstable,Rural,2,2,None,0
5830,33,84864,748,0.43,5,1,5,1,0,3,Unstable,Suburban,4,0,Home Purchase,1
5831,26,83852,644,0.49,1,9,8,9,0,2,Unstable,Rural,3,1,Marriage,0
5832,61,66943,620,0.11,2,9,4,5,1,3,Stable,Suburban,1,1,None,0
5833,25,69694,687,0.39,3,13,7,4,0,1,Unstable,Suburban,0,2,Home Purchase,0
5834,28,90314,780,0.59,2,11,5,8,0,3,Unstable,Urban,3,0,Home Purchase,0
5835,60,49757,685,0.57,2,9,9,1,0,3,Stable,Urban,2,0,Marriage,0
5836,49,98890,760,0.52,1,5,2,9,0,1,Stable,Urban,0,1,Child Birth,0
5837,27,42303,779,0.15,3,14,2,2,0,1,Stable,Suburban,2,2,Child Birth,0
5838,33,61914,680,0.6,1,16,1,8,0,5,Unstable,Rural,3,2,Home Purchase,1
5839,46,75729,688,0.4,2,2,4,7,0,3,Unstable,Suburban,2,2,Home Purchase,0
5840,47,20000,713,0.21,3,15,8,2,0,2,Stable,Urban,2,0,Child Birth,0
5841,36,94546,814,0.44,2,17,5,6,1,4,Unstable,Suburban,1,1,Marriage,0
5842,34,71897,665,0.53,1,5,5,5,0,5,Unstable,Urban,2,2,Child Birth,0
5843,58,142524,813,0.16,1,10,4,7,0,4,Unstable,Urban,3,1,Child Birth,1
5844,67,112017,725,0.56,5,15,7,2,0,2,Stable,Suburban,2,0,Marriage,0
5845,34,59727,626,0.56,3,4,8,9,0,2,Stable,Urban,1,2,Home Purchase,0
5846,54,104639,695,0.11,5,4,9,3,0,1,Stable,Urban,1,1,Marriage,0
5847,46,81183,587,0.55,3,7,6,1,0,3,Unstable,Suburban,2,2,None,0
5848,30,65777,565,0.57,4,1,9,8,0,1,Stable,Suburban,3,2,None,0
5849,26,20000,760,0.12,3,2,1,7,1,3,Unstable,Suburban,1,0,Home Purchase,0
5850,54,24411,779,0.25,2,19,3,7,1,5,Unstable,Urban,1,2,Marriage,0
5851,26,60109,696,0.29,3,4,1,4,0,1,Unstable,Rural,1,0,Home Purchase,0
5852,56,47615,704,0.27,5,1,5,3,0,1,Stable,Suburban,2,0,Home Purchase,1
5853,66,65629,642,0.48,1,1,8,9,0,2,Unstable,Urban,1,2,Child Birth,1
5854,40,94309,716,0.28,1,3,6,3,0,3,Unstable,Urban,2,1,Marriage,1
5855,36,81623,850,0.58,3,18,5,7,0,2,Stable,Urban,2,0,Child Birth,1
5856,25,42592,800,0.6,4,3,1,7,0,1,Unstable,Urban,2,0,Home Purchase,0
5857,32,83123,692,0.26,1,3,1,7,0,3,Unstable,Suburban,2,0,Child Birth,0
5858,37,37148,683,0.35,1,13,5,1,0,3,Stable,Urban,3,2,Child Birth,0
5859,39,31443,662,0.38,1,1,5,2,0,5,Stable,Urban,4,1,None,0
5860,68,69540,558,0.39,4,13,8,2,1,2,Unstable,Urban,3,1,Marriage,0
5861,32,39637,651,0.29,5,5,2,3,0,5,Unstable,Rural,2,1,Home Purchase,0
5862,34,43953,767,0.18,3,17,7,4,0,2,Stable,Urban,0,2,Home Purchase,0
5863,29,84849,606,0.13,4,11,5,1,0,2,Unstable,Urban,2,0,Home Purchase,0
5864,43,76440,671,0.15,3,10,2,5,0,3,Unstable,Rural,0,2,Child Birth,0
5865,62,50704,588,0.55,2,15,5,1,0,3,Unstable,Urban,0,1,Marriage,0
5866,35,20000,778,0.24,3,13,9,7,1,4,Unstable,Rural,2,2,Home Purchase,1
5867,67,41620,572,0.14,1,10,5,7,0,1,Unstable,Suburban,4,1,None,0
5868,44,108551,759,0.41,4,9,5,2,1,5,Unstable,Rural,2,2,Marriage,1
5869,44,84163,802,0.14,4,7,2,4,0,4,Unstable,Rural,2,2,Marriage,1
5870,45,95589,667,0.14,5,10,9,9,0,5,Unstable,Suburban,2,1,Home Purchase,1
5871,42,66400,631,0.41,2,9,2,1,1,5,Stable,Urban,0,0,Child Birth,1
5872,34,51223,747,0.4,5,13,5,6,0,1,Stable,Suburban,4,0,None,0
5873,58,82629,850,0.12,5,16,2,1,1,5,Stable,Suburban,4,0,None,1
5874,50,92045,834,0.33,2,2,2,6,1,5,Unstable,Rural,1,0,Home Purchase,1
5875,54,48006,692,0.32,1,8,6,1,0,3,Unstable,Urban,2,1,Home Purchase,1
5876,33,42169,611,0.37,4,7,3,3,1,3,Unstable,Urban,2,0,None,0
5877,55,21968,676,0.47,3,2,9,4,0,3,Unstable,Rural,2,2,Home Purchase,0
5878,66,41539,531,0.24,2,1,6,5,0,1,Unstable,Urban,3,0,Home Purchase,0
5879,28,76722,644,0.32,5,4,2,7,0,3,Stable,Suburban,2,2,Home Purchase,0
5880,30,45093,745,0.5,3,6,1,2,0,4,Stable,Urban,4,2,Home Purchase,0
5881,38,83293,663,0.56,2,2,2,6,1,4,Unstable,Urban,0,0,Marriage,0
5882,28,109179,639,0.55,2,7,6,4,0,4,Unstable,Urban,2,2,Home Purchase,0
5883,50,60620,694,0.34,1,10,2,6,0,1,Stable,Suburban,2,0,Home Purchase,0
5884,63,59593,673,0.36,1,9,7,7,0,2,Stable,Suburban,2,2,None,0
5885,41,73715,775,0.36,4,2,7,7,0,2,Stable,Suburban,1,1,Child Birth,0
5886,43,45639,567,0.53,4,15,1,5,1,4,Unstable,Rural,1,0,None,0
5887,30,43816,752,0.52,3,15,6,7,1,2,Unstable,Urban,3,0,None,0
5888,53,44562,695,0.26,4,16,5,3,1,5,Unstable,Suburban,0,2,Child Birth,0
5889,35,31360,743,0.18,2,2,8,5,0,1,Unstable,Rural,2,1,Home Purchase,0
5890,40,82494,561,0.29,2,17,8,5,0,4,Unstable,Urban,0,1,Home Purchase,0
5891,54,47585,788,0.24,2,11,9,2,0,4,Unstable,Rural,2,2,None,1
5892,49,87784,754,0.58,2,18,2,4,0,4,Unstable,Suburban,0,2,Home Purchase,1
5893,64,73232,850,0.23,1,1,1,2,0,5,Unstable,Rural,0,0,None,1
5894,35,59430,616,0.19,2,12,6,9,1,3,Stable,Urban,1,0,Marriage,0
5895,31,80240,641,0.55,2,6,2,9,0,4,Unstable,Rural,1,0,None,0
5896,50,36413,521,0.14,2,18,5,1,0,2,Unstable,Urban,2,0,Child Birth,0
5897,46,40489,617,0.23,5,17,1,2,1,3,Unstable,Urban,0,1,Home Purchase,1
5898,49,77839,843,0.32,3,17,1,8,1,5,Stable,Urban,0,1,Child Birth,0
5899,43,20000,729,0.4,3,2,5,3,1,4,Stable,Rural,4,2,Child Birth,1
5900,55,60365,627,0.26,2,18,6,3,0,3,Unstable,Suburban,0,0,Marriage,1
5901,50,74762,713,0.35,2,15,7,6,0,4,Stable,Urban,4,2,Marriage,1
5902,66,92772,693,0.2,3,1,4,5,1,4,Stable,Urban,0,0,None,0
5903,65,97886,509,0.39,4,14,4,4,0,5,Stable,Suburban,3,0,Marriage,0
5904,60,56742,527,0.3,5,13,5,7,1,2,Unstable,Rural,2,2,Child Birth,0
5905,47,79256,810,0.52,5,12,6,1,0,5,Unstable,Suburban,1,0,Home Purchase,0
5906,37,39891,773,0.31,4,8,8,1,1,5,Stable,Rural,3,1,Home Purchase,1
5907,49,48912,551,0.32,2,7,9,1,0,2,Stable,Rural,4,1,None,1
5908,26,94191,687,0.4,3,8,7,8,0,3,Stable,Suburban,0,2,None,0
5909,26,59002,628,0.16,5,18,3,9,0,5,Stable,Rural,2,1,Child Birth,0
5910,40,63991,808,0.18,4,15,6,3,1,4,Unstable,Urban,0,1,Child Birth,1
5911,33,34171,744,0.5,4,7,9,1,0,5,Stable,Suburban,2,0,Child Birth,0
5912,52,70564,589,0.24,1,1,6,9,0,2,Unstable,Suburban,1,0,Home Purchase,1
5913,37,78851,712,0.44,4,6,8,3,0,3,Unstable,Suburban,1,1,Home Purchase,1
5914,59,78075,695,0.15,1,16,8,9,0,2,Unstable,Suburban,2,0,Child Birth,0
5915,65,29715,696,0.51,1,14,4,4,0,4,Unstable,Urban,0,0,Home Purchase,0
5916,37,84998,648,0.59,5,8,7,1,1,3,Stable,Rural,4,1,Child Birth,1
5917,55,35047,702,0.29,2,10,7,5,0,5,Unstable,Urban,3,0,Home Purchase,1
5918,45,59339,614,0.35,2,17,7,7,0,3,Unstable,Suburban,4,1,Home Purchase,0
5919,56,20000,581,0.32,4,15,8,6,0,5,Stable,Urban,1,1,Home Purchase,0
5920,58,55513,575,0.55,3,14,2,4,0,5,Stable,Rural,1,2,Child Birth,0
5921,32,34910,595,0.1,3,11,2,8,1,1,Stable,Suburban,0,2,Child Birth,0
5922,65,48778,742,0.43,1,6,6,1,1,5,Stable,Urban,3,2,None,0
5923,26,61497,744,0.43,4,4,6,4,0,5,Unstable,Urban,2,2,Marriage,1
5924,62,80680,846,0.29,4,5,5,7,1,5,Unstable,Rural,1,0,Home Purchase,1
5925,56,79822,677,0.21,2,11,2,6,1,1,Unstable,Rural,0,1,Child Birth,0
5926,64,20000,770,0.22,3,12,8,1,0,3,Stable,Suburban,4,1,Marriage,0
5927,52,76957,704,0.5,5,11,3,5,0,1,Stable,Urban,2,1,None,0
5928,61,65156,729,0.13,4,18,1,6,1,2,Stable,Suburban,3,2,Child Birth,0
5929,65,45994,780,0.38,4,7,1,9,0,5,Stable,Urban,1,1,Child Birth,1
5930,25,37989,758,0.25,2,1,7,5,0,1,Unstable,Urban,3,1,Child Birth,1
5931,65,58439,710,0.23,5,16,7,5,0,1,Unstable,Suburban,2,1,None,0
5932,34,65764,638,0.35,5,18,6,8,0,3,Stable,Urban,1,0,Child Birth,0
5933,28,69447,727,0.55,5,12,6,6,0,3,Unstable,Rural,2,0,Child Birth,1
5934,59,55067,836,0.41,5,11,5,8,0,3,Unstable,Urban,1,2,Child Birth,0
5935,34,20000,717,0.49,3,8,6,6,0,4,Stable,Urban,2,2,None,0
5936,35,47617,660,0.4,1,1,2,9,0,3,Unstable,Suburban,0,2,None,0
5937,38,30407,782,0.45,5,16,5,8,0,5,Stable,Rural,0,0,None,0
5938,62,111380,561,0.32,1,2,2,8,0,1,Unstable,Suburban,4,0,Home Purchase,1
5939,36,61482,664,0.56,1,6,3,1,0,2,Stable,Suburban,2,2,None,0
5940,69,78528,601,0.35,2,17,5,4,0,2,Unstable,Rural,4,1,Home Purchase,0
5941,41,75878,687,0.38,5,17,1,2,0,2,Unstable,Suburban,0,0,Marriage,0
5942,40,67758,824,0.36,3,2,3,7,0,5,Unstable,Suburban,1,2,Child Birth,0
5943,59,49594,764,0.26,2,19,6,6,1,1,Unstable,Urban,2,2,Home Purchase,1
5944,26,46404,513,0.22,2,9,2,7,0,4,Unstable,Urban,1,1,Home Purchase,1
5945,35,20000,638,0.14,1,3,3,5,1,4,Unstable,Rural,1,1,None,0
5946,65,63554,550,0.46,4,10,9,3,0,3,Stable,Rural,4,0,Marriage,0
5947,27,67509,805,0.24,3,5,8,4,1,4,Stable,Suburban,4,0,Marriage,1
5948,53,58804,641,0.29,5,9,3,1,1,1,Unstable,Rural,0,0,Marriage,0
5949,42,63585,707,0.56,5,14,7,5,1,3,Stable,Urban,1,1,Home Purchase,1
5950,44,29839,712,0.38,3,11,4,6,0,5,Unstable,Suburban,3,2,Marriage,0
5951,38,52648,720,0.15,5,19,7,7,0,2,Stable,Rural,1,0,Home Purchase,1
5952,58,43753,410,0.5,4,16,5,8,0,2,Stable,Suburban,0,2,Child Birth,0
5953,55,76625,736,0.23,4,14,2,5,0,3,Unstable,Rural,3,1,None,0
5954,64,61024,645,0.38,5,14,6,1,0,3,Unstable,Suburban,1,0,Home Purchase,1
5955,66,44004,784,0.35,2,4,1,5,0,3,Stable,Urban,2,0,Child Birth,0
5956,42,56001,720,0.22,5,8,6,1,0,1,Unstable,Urban,1,1,Marriage,0
5957,54,34011,763,0.16,5,7,1,8,0,3,Stable,Rural,4,1,Home Purchase,1
5958,49,51795,627,0.21,3,3,3,2,0,1,Stable,Rural,2,1,Marriage,0
5959,43,74567,587,0.15,4,14,7,2,1,3,Stable,Suburban,4,0,Home Purchase,0
5960,32,26692,789,0.24,2,11,2,6,1,1,Unstable,Urban,1,0,Child Birth,1
5961,52,58471,756,0.6,3,19,9,9,1,1,Unstable,Urban,3,0,Marriage,1
5962,32,41251,722,0.3,3,4,3,5,0,4,Stable,Suburban,4,2,Child Birth,0
5963,55,26710,722,0.53,2,4,3,6,0,4,Unstable,Suburban,4,1,Marriage,0
5964,27,106632,742,0.37,2,8,7,3,0,3,Stable,Rural,3,1,None,0
5965,27,91344,570,0.43,3,15,1,9,0,3,Stable,Suburban,3,0,Home Purchase,0
5966,68,45048,807,0.18,5,16,5,4,1,1,Stable,Rural,3,2,None,1
5967,46,52755,684,0.24,2,4,3,6,0,1,Unstable,Rural,3,2,Marriage,0
5968,41,20000,687,0.36,1,10,1,4,1,4,Unstable,Rural,4,0,None,0
5969,60,20187,658,0.54,2,5,7,6,0,5,Unstable,Rural,0,0,Marriage,0
5970,41,31799,453,0.12,3,4,7,1,0,2,Unstable,Rural,1,0,None,0
5971,38,59160,757,0.35,1,2,9,1,1,2,Stable,Urban,2,2,Child Birth,1
5972,33,57131,600,0.13,3,18,7,1,0,5,Stable,Suburban,3,1,Marriage,0
5973,54,68293,710,0.33,4,8,4,2,1,5,Stable,Suburban,1,0,Home Purchase,0
5974,45,76965,617,0.41,4,15,3,7,1,2,Stable,Rural,1,2,Marriage,0
5975,36,66950,665,0.47,5,4,6,3,0,4,Unstable,Urban,0,0,None,1
5976,61,32964,660,0.17,2,13,6,1,1,2,Stable,Rural,0,1,Home Purchase,0
5977,56,68100,615,0.18,3,14,2,8,0,5,Stable,Rural,4,1,Home Purchase,0
5978,35,75883,677,0.34,1,9,7,8,0,2,Unstable,Rural,1,0,Marriage,1
5979,44,49318,651,0.6,2,6,1,4,0,2,Unstable,Suburban,4,2,Marriage,0
5980,59,20000,595,0.28,5,12,9,7,0,5,Unstable,Urban,4,1,Marriage,1
5981,35,89601,817,0.31,3,13,2,2,0,4,Unstable,Urban,1,1,Child Birth,0
5982,32,62207,619,0.32,3,6,3,6,0,2,Stable,Urban,0,1,Home Purchase,0
5983,28,20000,756,0.14,4,19,6,9,0,3,Stable,Rural,4,0,Child Birth,0
5984,51,111756,766,0.49,5,8,7,7,0,3,Unstable,Urban,3,0,Child Birth,1
5985,68,48030,792,0.23,3,5,1,6,0,2,Stable,Urban,0,0,Marriage,0
5986,64,120975,645,0.45,4,8,3,2,1,5,Stable,Urban,2,2,Marriage,1
5987,62,69434,680,0.34,4,13,6,4,0,3,Unstable,Urban,4,2,Child Birth,0
5988,54,54933,683,0.41,1,13,4,6,0,2,Unstable,Suburban,1,1,Home Purchase,0
5989,68,64589,752,0.13,5,5,5,5,1,5,Stable,Suburban,3,2,Child Birth,1
5990,51,42268,675,0.54,5,14,3,5,0,3,Unstable,Urban,4,1,Home Purchase,1
5991,45,61532,745,0.22,3,18,8,4,0,4,Unstable,Suburban,0,1,Marriage,0
5992,44,110265,674,0.44,1,15,1,8,1,5,Unstable,Rural,0,1,None,0
5993,28,37534,811,0.5,2,1,7,8,1,3,Unstable,Urban,1,1,None,0
5994,35,73334,698,0.37,3,7,2,5,0,1,Unstable,Rural,1,0,Child Birth,1
5995,37,42006,686,0.27,4,10,8,7,1,1,Unstable,Rural,3,2,Marriage,0
5996,33,55797,733,0.59,2,2,3,2,0,5,Unstable,Urban,2,2,Marriage,0
5997,28,109415,850,0.24,2,13,4,3,0,3,Unstable,Urban,2,0,Home Purchase,1
5998,36,73161,639,0.57,3,3,2,9,0,4,Stable,Suburban,0,2,Child Birth,0
5999,33,78641,803,0.18,1,8,5,7,1,5,Unstable,Suburban,0,2,None,1
6000,37,61771,618,0.29,5,12,9,6,0,5,Unstable,Urban,0,0,Home Purchase,1
6001,50,127387,704,0.17,1,4,4,7,0,4,Unstable,Urban,0,0,Marriage,0
6002,62,36259,620,0.1,3,8,7,6,0,2,Stable,Rural,3,1,Home Purchase,0
6003,66,20515,662,0.23,5,1,8,2,1,2,Stable,Rural,3,2,Home Purchase,1
6004,37,102150,632,0.14,2,3,1,3,0,4,Stable,Suburban,1,1,Child Birth,1
6005,63,50460,769,0.59,4,15,6,5,0,4,Unstable,Urban,4,2,Child Birth,0
6006,52,70256,650,0.48,1,15,5,2,1,3,Unstable,Suburban,0,2,Marriage,0
6007,43,102908,753,0.1,5,12,1,3,1,4,Unstable,Suburban,4,0,None,1
6008,48,70588,647,0.21,1,1,9,7,0,1,Unstable,Rural,2,2,Marriage,0
6009,43,115770,699,0.44,5,11,7,2,0,1,Stable,Rural,1,0,None,0
6010,37,63404,845,0.3,4,19,1,6,0,2,Unstable,Suburban,3,1,Home Purchase,0
6011,37,42296,625,0.52,3,5,2,5,1,1,Stable,Suburban,1,0,Child Birth,1
6012,52,20000,627,0.35,3,17,4,3,0,1,Unstable,Suburban,1,2,None,0
6013,26,67513,675,0.43,5,2,9,8,0,3,Stable,Rural,1,1,None,0
6014,34,20000,698,0.4,5,13,2,6,1,2,Unstable,Suburban,2,2,Child Birth,1
6015,46,68115,762,0.42,3,3,1,9,1,3,Stable,Rural,3,1,Child Birth,0
6016,37,96488,704,0.22,2,13,1,1,0,5,Stable,Urban,2,0,Home Purchase,0
6017,33,59573,724,0.29,2,8,9,3,1,1,Unstable,Urban,4,0,Child Birth,1
6018,57,64752,584,0.13,2,13,1,8,0,1,Unstable,Suburban,1,0,Marriage,0
6019,38,82891,730,0.39,4,3,4,1,0,3,Unstable,Suburban,4,0,None,1
6020,44,76738,732,0.33,5,9,5,8,0,5,Unstable,Rural,4,2,Marriage,0
6021,39,89012,767,0.48,1,2,6,5,1,1,Unstable,Urban,2,2,Child Birth,1
6022,56,59520,667,0.2,1,8,6,8,1,4,Unstable,Urban,4,0,Home Purchase,0
6023,57,20000,699,0.32,5,1,3,7,1,3,Unstable,Suburban,0,0,None,0
6024,41,89400,770,0.19,3,15,7,9,0,2,Stable,Rural,3,0,Marriage,1
6025,48,54029,594,0.41,5,8,8,7,0,5,Unstable,Rural,1,1,Home Purchase,0
6026,54,38033,520,0.52,2,8,1,4,1,1,Stable,Suburban,0,2,Marriage,0
6027,37,68398,589,0.48,2,7,9,1,1,1,Unstable,Rural,4,0,None,1
6028,40,64663,636,0.57,1,13,6,2,0,2,Stable,Rural,3,1,Marriage,0
6029,26,41263,807,0.59,5,7,1,2,0,1,Unstable,Suburban,0,2,Child Birth,0
6030,41,27860,850,0.49,1,7,9,1,1,4,Unstable,Suburban,2,2,None,0
6031,56,71710,609,0.24,3,11,4,7,0,4,Stable,Suburban,4,1,None,0
6032,67,38753,691,0.21,4,2,9,4,0,5,Stable,Urban,0,1,Home Purchase,0
6033,32,62859,647,0.32,4,11,5,7,1,4,Stable,Suburban,1,2,Home Purchase,0
6034,27,69336,748,0.6,3,19,6,8,1,5,Unstable,Urban,4,1,Home Purchase,0
6035,36,84204,727,0.31,2,1,9,6,0,5,Unstable,Urban,3,2,None,0
6036,44,112977,612,0.2,2,17,6,8,0,3,Unstable,Suburban,3,2,Marriage,0
6037,40,65930,637,0.57,2,1,1,2,1,1,Stable,Rural,0,0,Home Purchase,0
6038,38,49365,685,0.29,1,13,1,1,0,1,Stable,Rural,4,2,Marriage,0
6039,40,101460,823,0.45,1,6,2,9,1,4,Unstable,Urban,3,0,Home Purchase,1
6040,67,86202,634,0.49,4,5,2,9,0,1,Stable,Rural,3,1,Child Birth,1
6041,57,64209,544,0.52,2,2,6,9,0,5,Stable,Urban,2,2,None,0
6042,54,65912,830,0.51,2,10,5,4,1,5,Stable,Suburban,2,2,Home Purchase,1
6043,36,60672,749,0.52,3,19,7,9,0,2,Stable,Urban,4,1,Marriage,0
6044,39,64055,583,0.43,4,7,8,9,0,1,Unstable,Urban,3,2,Marriage,0
6045,42,57453,730,0.3,1,15,3,5,1,1,Stable,Rural,1,0,None,1
6046,52,35629,781,0.43,4,11,9,1,0,4,Unstable,Urban,3,2,Marriage,0
6047,47,60221,709,0.52,2,6,1,8,0,4,Unstable,Rural,1,2,None,0
6048,38,103931,836,0.28,2,5,3,1,1,3,Stable,Urban,3,1,None,0
6049,54,39598,755,0.25,1,4,2,3,1,4,Unstable,Suburban,0,2,Child Birth,0
6050,57,53218,730,0.27,1,6,6,3,1,5,Unstable,Suburban,0,1,None,0
6051,69,37702,720,0.38,4,7,1,5,0,5,Stable,Rural,4,2,Child Birth,0
6052,39,88933,713,0.13,5,12,8,5,0,1,Stable,Rural,3,1,Marriage,1
6053,31,80742,787,0.49,2,14,3,5,0,2,Stable,Urban,4,1,None,1
6054,39,28042,685,0.17,2,2,6,4,0,1,Stable,Rural,2,1,Marriage,0
6055,66,20000,794,0.17,5,3,2,1,0,2,Stable,Rural,4,2,Home Purchase,0
6056,62,81642,731,0.2,4,5,5,4,0,4,Stable,Urban,3,2,None,0
6057,68,26518,710,0.39,3,10,2,8,0,3,Unstable,Urban,3,0,Marriage,0
6058,35,80706,669,0.24,3,7,7,5,0,3,Unstable,Suburban,4,0,Child Birth,0
6059,53,44048,670,0.28,2,9,5,7,0,3,Unstable,Suburban,2,2,Marriage,0
6060,55,77374,731,0.57,3,18,8,1,0,4,Unstable,Suburban,0,1,Home Purchase,1
6061,49,71102,801,0.52,4,6,6,5,1,2,Unstable,Urban,1,0,Child Birth,0
6062,48,46588,750,0.53,3,10,8,8,0,1,Stable,Rural,0,2,None,1
6063,43,38025,628,0.39,1,12,9,5,1,3,Stable,Suburban,3,0,Home Purchase,0
6064,26,74394,540,0.53,4,2,7,1,0,1,Unstable,Suburban,1,1,Home Purchase,0
6065,46,42685,773,0.49,5,1,1,2,0,3,Unstable,Rural,2,1,None,0
6066,44,87724,850,0.58,2,4,9,6,0,2,Stable,Urban,3,1,None,1
6067,57,39191,672,0.13,4,15,9,2,0,4,Unstable,Urban,0,0,Marriage,0
6068,32,68758,653,0.11,3,2,2,9,1,2,Unstable,Suburban,1,2,None,1
6069,49,50244,782,0.19,4,3,2,9,1,2,Stable,Urban,1,0,Home Purchase,0
6070,33,60142,613,0.56,5,17,7,2,0,5,Unstable,Suburban,2,2,Home Purchase,0
6071,58,42486,849,0.4,4,2,5,1,0,3,Unstable,Suburban,0,1,Marriage,0
6072,47,55534,741,0.31,5,13,5,7,0,2,Stable,Rural,1,0,Home Purchase,1
6073,29,20000,697,0.36,5,8,1,7,1,5,Unstable,Suburban,1,1,Marriage,1
6074,49,39676,622,0.51,4,19,6,3,0,1,Unstable,Rural,2,1,Home Purchase,0
6075,32,45309,788,0.56,2,10,8,2,1,2,Stable,Urban,3,0,Child Birth,0
6076,40,58203,655,0.46,2,7,4,9,1,4,Unstable,Suburban,3,0,Child Birth,0
6077,69,92329,770,0.48,3,4,3,9,1,5,Stable,Rural,2,1,Home Purchase,0
6078,39,42556,739,0.26,4,18,1,6,0,4,Stable,Urban,4,0,Marriage,0
6079,25,95349,829,0.33,4,3,4,7,0,5,Stable,Rural,3,2,Child Birth,0
6080,46,38464,715,0.54,1,15,2,2,1,3,Unstable,Rural,1,2,Home Purchase,0
6081,27,32296,850,0.49,2,17,5,6,1,1,Stable,Rural,4,2,Marriage,0
6082,62,20000,755,0.44,5,8,1,6,0,4,Stable,Urban,3,1,Marriage,1
6083,38,75169,714,0.13,1,15,9,8,1,2,Unstable,Suburban,2,0,Child Birth,0
6084,60,62150,661,0.12,4,13,9,9,0,1,Stable,Urban,0,1,Marriage,0
6085,42,73688,787,0.17,1,14,5,2,0,1,Unstable,Suburban,4,1,Marriage,0
6086,65,63290,663,0.39,2,4,1,7,0,2,Stable,Suburban,3,2,Child Birth,0
6087,42,59770,622,0.37,4,11,3,9,1,4,Stable,Rural,3,2,Marriage,1
6088,27,67110,653,0.57,2,3,7,6,0,4,Unstable,Urban,4,0,Marriage,0
6089,34,113812,680,0.45,1,19,5,7,1,3,Stable,Suburban,2,1,None,0
6090,63,48151,850,0.25,3,13,9,9,0,5,Unstable,Suburban,2,2,Home Purchase,0
6091,25,111358,729,0.18,5,4,4,4,1,1,Unstable,Rural,1,2,None,1
6092,51,81309,633,0.52,5,13,5,2,0,1,Stable,Urban,2,0,Marriage,0
6093,51,69129,808,0.33,3,15,3,2,0,3,Unstable,Rural,0,1,Child Birth,0
6094,35,73863,718,0.43,3,6,8,1,0,5,Unstable,Suburban,0,2,None,0
6095,29,20000,829,0.38,3,18,3,9,1,5,Stable,Suburban,3,2,Marriage,0
6096,31,53458,850,0.15,2,8,6,4,0,5,Stable,Urban,3,0,Home Purchase,1
6097,43,43244,550,0.13,4,9,7,5,1,2,Stable,Suburban,2,1,Marriage,1
6098,53,112809,462,0.29,3,2,2,4,1,3,Stable,Urban,2,0,Marriage,1
6099,39,51465,850,0.28,2,10,7,4,0,2,Stable,Rural,3,2,Home Purchase,0
6100,59,59255,631,0.44,1,2,3,6,0,5,Stable,Rural,3,0,Marriage,0
